,City,Title,Company,Location,Job Summary,Salary
122696,Raleigh,Bioinformatics Scientist,Hunter International,"Research Triangle Park, NC","Phenotypic data analysis. The scientist will work locally and globally with other researchers, computational biologists and bioinformaticians in providing data...",54400.0
122701,Raleigh,Data Analyst,Piper Companies,"Raleigh, NC 27617 (Central area)","Piper Enterprise Solutions is seeking Data Analysts and Data Scientists to join a newly formed team in Raleigh, NC....",105000.0
122747,Raleigh,Biologist / Entomologist,Hunter International,"Research Triangle Park, NC",Work will be conducted under direct supervision of research scientists within Global Insecticide Research....,32000.0
122763,Raleigh,Soc/Clin Research Specialist,University of North Carolina,"Chapel Hill, NC 27517","Radiation oncology is a highly-integrated, multidisciplinary medical specialty involving close interactions between physicians, physicists and dosimetrists,...",45734.0
122801,Raleigh,Hadoop Integration Data Scientist,LifeScale Analytics,"Raleigh-Durham, NC","Data Scientist with experience in experimental design, hypothesis testing, and data analysis. The function of the Hadoop Integration Data Scientist is to...",140000.0
122802,Raleigh,Statistician II (Job Code: GR0218),Seqirus A CSL Company,"Holly Springs, NC",See below JOB TITLE: Statistician II (Job Code: GR0218) DETAILS: Provide statistical expertise to drive the application of advanced and state-of-the-art,101830.5
122819,Raleigh,Senior Data Scientist – Machine Learning,Strivector,"Morrisville, NC","Senior Data Scientist – Machine Learning*. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",170000.0
122821,Raleigh,Research Assistant,University of North Carolina,"Chapel Hill, NC 27517",Approximately 25% time will be spent coding and scoring these data using established coding schemes and data management systems....,32603.0
122837,Raleigh,Business Services Coordinator,North Carolina State University,"Raleigh, NC","Coordinate activities and logistics of visiting scientists, seminar speakers and other Center visitors. As the technological and intellectual hub for the...",42945.0
122851,Raleigh,"Director Data Scientist, Product",All-In Analytics,"Raleigh, NC","Director Data Scientist, Product. Motivate, coach, evaluate, and celebrate our data scientists. Data Scientists are deeply involved in all stages of product...",185000.0
